107,จากแผนภาพเฟสของ นิกเกิล (Ni)- ไททาเนียม (Ti) มีปฏิกิริยา Invariant ใดเกิดขึ้นบ้าง ,"Monotectic reaction, Peritectic reaction และ Eutectoid reaction","Monotectic reaction, Peritectic reaction และ Peritectoid reaction","Peritectic reaction, Eutectic reaction และ Eutectoid reaction","Eutectoid reaction, Peritectoid reactionและ Peritectic reaction",none,3,none,none,none,none,none,none
108,จากแผนภาพเฟสของทองแดง (Cu) – เงิน (Ag) โลหะผสมประกอบด้วยทองแดง 10% โดยน้ำหนักและเงิน 90%โดยน้ำหนัก ถูกให้ความร้อนจนเกิดเฟสของแข็ง และเฟสของเหลว ถ้าส่วนประกอบของเฟสของเหลวประกอบด้วยเงิน (Ag) 85%โดยน้ำหนัก อยากทราบว่าโลหะผสมนี้ถูกให้ความร้อนถึงอุณหภูมิเท่าใด,ประมาณ 750 องศาเซลเซียส,ประมาณ 800 องศาเซลเซียส,ประมาณ 850 องศาเซลเซียส,ประมาณ 950 องศาเซลเซียส,none,3,q108.png,none,none,none,none,none
109,จากแผนภาพเฟสของทองแดง (Cu) – สังกะสี (Zn) โลหะผสมประกอบด้วยทองแดง 20%โดยน้ำหนักและสังกะสี 80%โดยน้ำหนัก ที่ 598 องศาเซลเซียส ประกอบด้วยเฟส,เฟสของเหลว และเฟสของแข็ง ?,เฟสของเหลว และเฟสของแข็ง ?,เฟสของแข็ง ?,เฟสของเหลว เฟสของแข็ง ? และเฟสของแข็ง ,none,4,q109.png,none,none,none,none,none
110,จากแผนภาพเฟสของทองแดง (Cu) – เงิน (Ag) โลหะผสมประกอบด้วยทองแดง 10%โดยน้ำหนัก และเงิน 90%โดยน้ำหนัก ถูกให้ความร้อนจนเกิดเฟสของแข็ง ? และเฟสของเหลว ถ้าส่วนประกอบของเฟสของเหลวประกอบด้วยเงิน (Ag) 85% โดยน้ำหนัก อยากทราบว่าเฟสของแข็ง ? ประกอบด้วย,ประมาณ 90% โดยน้ำหนัก,ประมาณ 95% โดยน้ำหนัก,ประมาณ 5% โดยน้ำหนัก,ประมาณ 10% โดยน้ำหนัก,none,2,q110.png,none,none,none,none,none
111,จากแผนภาพเฟสของทองแดง (Cu) – นิกเกิล (Ni) โลหะผสมประกอบด้วยทองแดง 30%โดยน้ำหนักและนิเกิล 70%โดยน้ำหนัก ที่ 1350 องศาเซลเซียส ประกอบด้วยเฟสอะไร,เฟสของเหลว,เฟสของเหลว และเฟสของแข็ง ?,เฟสของแข็ง ?,เฟสของสารประกอบระหว่างทองแดงและนิเกิล,none,2,q111.png,none,none,none,none,none
112,จากแผนภาพเฟสของทองแดง (Cu) – สังกะสี (Zn) โลหะผสมประกอบด้วยทองแดง 20%โดยน้ำหนักและสังกะสี 80%โดยน้ำหนัก ที่ 800 องศาเซลเซียส ประกอบด้วยเฟสอะไร ,เฟสของเหลว,เฟสของเหลว และเฟสของแข็ง ?,เฟสของเหลว และเฟสของแข็ง ?,เฟสของแข็ง ?,none,1,q112.png,none,none,none,none,none
113,จากแผนภาพเฟสของทองแดง (Cu) – สังกะสี (Zn) โลหะผสมประกอบด้วยทองแดง 20%โดยน้ำหนักและสังกะสี 80%โดยน้ำหนัก ที่ 500 องศาเซลเซียส ประกอบด้วยเฟสอะไร,เฟสของเหลว,เฟสของแข็ง ?,เฟสของแข็ง ?,เฟสของเหลว และเฟสของแข็ง ?,none,2,q113.png,none,none,none,none,none
114,จากแผนภาพเฟสของตะกั่ว (Pb) – ดีบุก (Sn) โลหะผสมประกอบด้วยดีบุก 40%โดยน้ำหนักและตะกั่ว 60%โดยน้ำหนัก ที่ 150 องศาเซลเซียส ประกอบด้วยเฟสอะไรบ้าง,เฟสของแข็งสองชนิดคือ (? Pb) และ (?Sn),เฟสของแข็ง (? Pb) และเฟสของเหลว,เฟสของแข็ง (?Sn) และเฟสของเหลว,เฟสของเหลว,none,1,q114.png,none,none,none,none,none
115,จากแผนภาพเฟสของตะกั่ว (Pb) – ดีบุก (Sn) โลหะผสมประกอบด้วยดีบุก 61.9%โดยน้ำหนักและตะกั่ว 38.1%โดยน้ำหนัก ที่ 183 องศาเซลเซียส ประกอบด้วยเฟสอะไรบ้าง ,เฟสของแข็งสองชนิดคือ (? Pb) และ (?Sn) และเฟสของเหลว,เฟสของแข็ง (? Pb) และเฟสของเหลว,เฟสของแข็ง (?Sn) และเฟสของเหลว,เฟสของแข็งสองชนิดคือ (? Pb) และ (?Sn),none,1,q115.png,none,none,none,none,none
116,จากแผนภาพเฟสของตะกั่ว (Pb) – ดีบุก (Sn) บริเวณที่เป็น ? มีความหมายว่าอย่างไร,เฟสสารละลายของแข็ง (? Pb) ที่มีโครงสร้างผลึกของดีบุกและตะกั่วอยู่ร่วมกัน,เฟสสารละลายของแข็ง (? Pb) ที่มีโครงสร้างผลึกของตะกั่ว และมีอะตอมของดีบุกแทรกอยู่ในโครงสร้าง,เฟสสารละลายของแข็ง (? Pb) ที่มีโครงสร้างผลึกแตกต่างจากโครงสร้างของดีบุกและตะกั่ว,เฟสสารละลายของแข็ง (? Pb) ที่มีโครงสร้างผลึกของดีบุก และมีอะตอมของตะกั่วแทรกอยู่ในโครงสร้าง,none,2,q116.png,none,none,none,none,none
117,ข้อใดไม่ใช่ลักษณะของโครงสร้างจุลภาคของส่วนประกอบ Eutectic,Lamellar,Rodlike,Globular,Homogeneous,none,4,none,none,none,none,none,none
118,ปฏิกิริยาต่อไปนี้ ข้อใดไม่ใช่ปฏิกิริยา Invariant,Eutectic reaction,Monotectic reaction,Peritectoid reaction,Oxidation reaction,none,4,none,none,none,none,none,none
119,จากแผนภาพเฟสของทองแดง (Cu) – นิกเกิล (Ni) ค่า Degree of freedom ระหว่างเส้น Solidus และ Liquidus มีค่าเท่าใด,Degree of freedom = 0,Degree of freedom = 1,Degree of freedom = 2,Degree of freedom = 3,none,2,q119.png,none,none,none,none,none
120,ข้อใดต่อไปนี้เป็นปฏิกิริยา Monotectic,none,none,none,none,none,3,none,a120.png,b120.png,c120.png,d120.png,none
121,กรรมวิธีการชุบที่ใช้ตัวกลางชนิดใดต่อไปนี้ ที่ทำให้เกิดอัตราการคายความร้อนจากชิ้นงานมากที่สุด,อากาศปกติ,อากาศในเตาอบ,น้ำเปล่า,น้ำมัน,none,3,none,none,none,none,none,none
122,กรรมวิธีการอบชนิดใดต่อไปนี้ ทำให้ชิ้นงานมีความแข็งแรงสูงที่สุด,การอบในกระบวนการ (Process annealing),การอบปรกติ (Normalizing),การอบอ่อนเต็มที่ (Full annealing),สเฟียรอยไดซิง (Spheroidizing),none,2,none,none,none,none,none,none
123,ในการอบอ่อนเต็มที่ (Full annealing) ชิ้นงานถูกทำให้เย็นลงด้วยตัวกลางชนิดใด,อากาศปรกตินอกเตาอบ,อากาศในเตาอบ,น้ำเปล่า,น้ำมัน,none,2,none,none,none,none,none,none
124,ในการอบปรกติ (Normalizing) ชิ้นงานถูกทำให้เย็นลงด้วยตัวกลางชนิดใด,อากาศปรกตินอกเตาอบ,อากาศในเตาอบ,น้ำเปล่า,น้ำมัน,none,1,none,none,none,none,none,none
125,ข้อใดคือโครงสร้างที่ได้จากการเย็นตัวอย่างช้าๆ ของเหล็กกล้าคาร์บอนต่ำที่มีโครงสร้างออสเทไนต์ (Austenite),เพอร์ไลต์ (Pearlite) และ เฟร์ไรต์ (Ferrite),เพอร์ไลต์ (Pearlite) และ ซีเมนไทต์ (Cementite),เบไนต์ (Bainite),มาร์เทนไซต์ (Martensite),none,1,none,none,none,none,none,none
126,จากแผนภาพการแปลงคงอุณหภูมิ (Isothermal transformation diagram) ของเหล็กกล้าคาร์บอน 1.13 wt%C ข้อใดคือโครงสร้างสุดท้ายของชิ้นงานเหล็กกล้าคาร์บอน 1.13 wt%C ขนาดเล็กที่ถูกอบที่อุณหภูมิ 920 องศาเซลเซียส จนมีโครงสร้างเป็นออสเทไนต์ (Austenite) ตลอดทั้งชิ้นก่อนทำให้เย็นตัวลงอย่างรวดเร็ว จนชิ้นงานมีอุณหภูมิ 400 องศาเซลเซียส และแช่ชิ้นงานไว้ที่อุณหภูมินี้นาน 1 นาที ก่อนทำให้เย็นตัวถึงอุณหภูมิห้อง,ออสเทไนต์ (Austenite) และ เบไนต์ (Bainite),ออสเทไนต์ (Austenite) เบไนต์ (Bainite) และ มาร์เทนไซต์ (Martensite),เบไนต์ (Bainite) และ มาร์เทนไซต์ (Martensite),ซีเมนไทต์ (Cementite) เบไนต์ (Bainite)และ มาร์เทนไซต์ (Martensite),none,3,q126.png,none,none,none,none,none
127,ข้อใดคือวัตถุประสงค์ของการอบปรกติ (Normalizing),เพื่อปรับปรุงสมบัติเชิงกลให้ดีขึ้น,เพื่อปรับปรุงโครงสร้างให้สม่ำเสมอ,เป็นการทำลายความเครียดภายใน,ข้อ 1 2 และ 3 ถูก,none,4,none,none,none,none,none,none
128,ข้อใดคือวัตถุประสงค์ของการอบอ่อน (Annealing),เพื่อเพิ่มความแข็งแรง,เพื่อให้ได้โครงสร้างที่มีความอ่อนตัวสูง,เพื่อเพิ่มความแข็งให้กับวัสดุ,ข้อ 1 2 และ 3 ถูก,none,2,none,none,none,none,none,none
129,ข้อใดคือปัจจัยที่มีผลต่อความแข็งของเหล็กกล้าคาร์บอนปานกลาง,ปริมาณคาร์บอน,อุณหภูมิก่อนการชุบแข็ง,อัตราการชุบแข็ง,ข้อ 1 2 และ 3 ถูก,none,4,none,none,none,none,none,none
130,โครงสร้างเพอร์ไลต์ (Pearlite) ในเหล็กกล้าเป็นโครงสร้างที่ได้จากปฏิกิริยาอะไร,ยูเทกติก (Eutectic),ยูเทกทอยด์ (Eutectoid),เพริเทกติก (Peritectic),เพริเทกทอยด์ (Peritectoid),none,2,none,none,none,none,none,none
131,ในภาวะสมดุล ณ อุณหภูมิต่ำกว่าอุณหภูมิยูเทคทอยด์เล็กน้อย โครงสร้างเหล็กกล้าคาร์บอนต่ำ (0.2wt%C) ประกอบด้วยโครงสร้างของเฟสกึ่งเสถียร (Metastable phase) ใดบ้าง และเกิดขึ้นในปริมาณเท่าใด,เฟร์ไรต์ (Ferrite) 80% และ เพอร์ไลต์ (Pearlite) 20%,เฟร์ไรต์ (Ferrite) 20% และ เพอร์ไลต์ (Pearlite) 80%,เฟร์ไรต์ (Ferrite) 75% และ เพอร์ไลต์ (Pearlite) 25%,เฟร์ไรต์ (Ferrite) 25% และ เพอร์ไลต์ (Pearlite) 75%,none,3,q131.png,none,none,none,none,none
132,ลักษณะโครงสร้างบริเวณรอบรอยเชื่อม (HAZ) ในเหล็กกล้าคาร์บอนต่ำส่วนที่ติดกับบริเวณหลอมเหลว (Fusion zone) ของรอยเชื่อมคือ ข้อใดต่อไปนี้,โครงสร้างมีขนาดเกรนหยาบ,โครงสร้างมีขนาดเกรนละเอียด,โครงสร้างเป็นมาร์เทนไซต์ (Martensite),โครงสร้างเป็นเบไนต์ (Bainite),none,2,none,none,none,none,none,none
133,จากแผนภาพเฟสดีบุก-ตะกั่ว โครงสร้างของโลหะผสมดีบุกและตะกั่วที่อุณหภูมิต่ำกว่า 183?C เล็กน้อย ประกอบด้วยเฟส Proeutectic ? 73.2% โดยน้ำหนัก และเฟสของ Eutectic (? + ?) 26.8% โดยน้ำหนัก ส่วนผสมของโลหะนี้คือข้อใด ,ดีบุก 20% และตะกั่ว 80% โดยน้ำหนัก,ดีบุก 25% และตะกั่ว 75% โดยน้ำหนัก,ดีบุก 30% และตะกั่ว 70% โดยน้ำหนัก,ดีบุก 35% และตะกั่ว 65% โดยน้ำหนัก,none,3,q133.png,none,none,none,none,none
134,จากแผนภาพเฟสดีบุก-ตะกั่ว โลหะผสมของดีบุก 85% และตะกั่ว 15% โดยน้ำหนัก จำนวน 750 กรัมที่อุณหภูมิสูงกว่า 183?C เล็กน้อย ประกอบด้วยเฟส Proeutectic ?  กี่กรัม ,323.4,482.6,526.7,651.2,none,2,q134.png,none,none,none,none,none
135,จากแผนภาพเฟสดีบุก-ตะกั่ว โลหะผสมของดีบุก 85% และตะกั่ว 15% โดยน้ำหนัก จำนวน 750 กรัมที่อุณหภูมิต่ำกว่า 183?C เล็กน้อย ประกอบด้วยเฟส ?  กี่กรัม,323.65,240.64,120.75,94.36,none,3,q135.png,none,none,none,none,none
136,จากแผนภาพเฟสของทองแดง (Cu) – เงิน (Ag) โครงสร้างของโลหะผสมทองแดงและเงินที่อุณหภูมิต่ำกว่า 779?C เล็กน้อย ประกอบด้วยเฟส Proeutectic ?  68% โดยน้ำหนัก และเฟสของ Eutectic (? + ?) 32% โดยน้ำหนัก ส่วนผสมของโลหะนี้คือข้อใด,ทองแดง 10% และเงิน 90% โดยน้ำหนัก,ทองแดง 15% และเงิน 85% โดยน้ำหนัก,ทองแดง 20% และเงิน 80% โดยน้ำหนัก,ทองแดง 25% และเงิน 75% โดยน้ำหนัก,none,2,q136.png,none,none,none,none,none
137,โลหะผสมของทองแดง 70% และ เงิน 30% โดยน้ำหนัก จำนวน 800 กรัม ที่อุณหภูมิต่ำกว่า 779 องศาเซลเซียส เล็กน้อย จะมีเฟสใดเกิดขึ้นบ้างและเกิดขึ้นเป็นจำนวนเท่าใด,เฟส (Cu) 410.5 กรัม และเฟส (Ag) 389.5 กรัม,เฟส (Cu) 501.7 กรัม และเฟส (Ag) 298.3 กรัม,เฟส (Cu) 524.6 กรัม และเฟส (Ag) 275.4 กรัม,เฟส (Cu) 588.8 กรัม และเฟส (Ag) 211.5 กรัม,none,4,q137.png,none,none,none,none,none
138,โลหะผสมของทองแดง 70% และ เงิน 30% โดยน้ำหนัก จำนวน 800 กรัม ที่อุณหภูมิสูงกว่า 779 องศาเซลเซียส เล็กน้อย จะมีเฟสใดเกิดขึ้นบ้างและเกิดขึ้นเป็นจำนวนเท่าใด ,เฟส (Cu) 610.5 กรัม และเฟส (Ag) 189.5 กรัม,เฟส (Cu) 510.7 กรัม และเฟส (Ag) 298.3 กรัม,เฟส (Cu) 524.6 กรัม และเฟส (Ag) 275.4 กรัม,เฟส (Cu) 730 กรัม และเฟส (Ag) 70 กรัม,none,3,q138.png,none,none,none,none,none
139,จากแผนภาพเฟสของ นิกเกิล (Ni)- ไททาเนียม (Ti) ข้อใดคือปฏิกิริยา Eutectic ที่เกิดขึ้น,none,none,none,none,none,1,q139.png,a139.png,b139.png,c139.png,d139.png,none
140,จากแผนภาพเฟสของ นิกเกิล (Ni) - ไททาเนียม (Ti) ข้อใดคือปฏิกิริยา Peritectic ที่เกิดขึ้น,none,none,none,none,none,4,q140.png,a140.png,b140.png,c140.png,d140.png,none
141,ในระบบ Ternary ซึ่งประกอบด้วยส่วนประกอบ 3 ชนิด อยากทราบว่าถ้าให้อุณหภูมิสามารถเปลี่ยนแปลงได้ แต่ความดันมีค่าคงที่ จะมีจำนวนเฟสเกิดขึ้นได้มากที่สุดพร้อมกันกี่เฟสที่อุณหภูมิและส่วนประกอบเดียวกัน,5,4,3,2,none,2,none,none,none,none,none,none
142,จากแผนภาพเฟสทองแดง-เงิน ถ้าโลหะผสมของทองแดง 70% และ เงิน 30% โดยน้ำหนัก จำนวน 800 กรัม ที่อุณหภูมิ 800 องศาเซลเซียส จะมีเฟสใดเกิดขึ้นบ้างและเกิดขึ้นเป็นจำนวนเท่าใด ,เฟส (Cu) 610.5 กรัม และเฟสของเหลว 189.5 กรัม,เฟส (Cu) 549.6 กรัม และเฟสของเหลว 250.4 กรัม,เฟส (Cu) 580.6 กรัม และเฟสของเหลว 219.4 กรัม,เฟส (Cu) 730 กรัม และเฟสของเหลว 70 กรัม,none,2,q142.png,none,none,none,none,none
143,ข้อใดต่อไปนี้ไม่ใช่เฟสในเหล็กกล้าคาร์บอน (Carbon steel),เหล็กบริสุทธิ์,เฟร์ไรต์ (Ferrite),ซีเมนไทต์ (Cementite),ข้อ 1 2 และ 3 ผิด,none,1,none,none,none,none,none,none
144,ซีเมนไทต์ (Cementite) ในเหล็กกล้าคาร์บอนเป็นเฟส (Phase) ชนิดใด,ธาตุบริสุทธิ์,สารละลายของแข็ง (Solid solution),สารประกอบ (Compound),สารประกอบระหว่างโลหะ (Intermetallic compound),none,3,none,none,none,none,none,none
145,เหล็กกล้าคาร์บอน 0.8wt%C ชุบในน้ำเย็นจากอุณหภูมิ 1000 องศาเซลเซียส จะได้โครงสร้างใด,มาร์เทนไซต์ (Martensite),เฟร์ไรต์ (Ferrite),เพอร์ไลต์ (Pearlite),ออสเทไนต์ (Austenite),none,1,q145.png,none,none,none,none,none
146,โลหะผสมในข้อใดต่อไปนี้ที่สามารถเพิ่มความแข็งแรงโดยการบ่มแข็ง (Age hardening) ได้ ,Al + 4wt%Cu,Al + 8wt%Cu,Al + 12wt%Cu,Al + 16wt%Cu,none,1,q146.png,none,none,none,none,none
147,เฟสของแข็งเฟสแรกที่เกิดจากการแข็งตัวจากสภาวะของเหลวของ Al+20wt%Si คือข้อใด ,(Al),(Si),Eutectic ((Al)+(Si)),สารประกอบอะลูมิเนียมซิลิไซด์,none,2,q147.png,none,none,none,none,none
148,โครงสร้างงานหล่อทองเหลือง (Zn+ 20wt%Cu) โดยทั่วไป จะเป็นดังในข้อใด ,สารละลายของแข็ง (Solid solution) ส่วนผสมเท่ากันทุกตำแหน่ง,สารละลายของแข็ง (Solid solution) ลักษณะเป็นเดนไดรท์ (Dendrite),สารประกอบ (Compound) ส่วนผสมเท่ากันทุกตำแหน่ง,สารประกอบ (Compound) ลักษณะเป็นเดนไดรท์ (Dendrite),none,2,q148.png,none,none,none,none,none
149,ช่วงการแข็งตัว (Freezing range) ของโลหะผสม Cu + 40wt%Ni มีค่าประมาณเท่าใด ,10 องศาเซลเซียส,40 องศาเซลเซียส,100 องศาเซลเซียส,150 องศาเซลเซียส,none,2,q149.png,none,none,none,none,none
150,: โลหะผสม Cu + 40wt%Ni แข็งตัวอย่างช้าๆ ในภาวะสมดุล การแข็งตัวจะเริ่มต้นและสิ้นสุดที่อุณหภูมิใดโดยประมาณ (องศาเซลเซียส) ,เริ่มต้น 1455 สิ้นสุด 1085,เริ่มต้น 1455 สิ้นสุด 1240,เริ่มต้น 1280 สิ้นสุด 1240,เริ่มต้น 1280 สิ้นสุด 1085,none,3,q150.png,none,none,none,none,none
151,โครงสร้างที่เกิดขึ้นจากการแข็งตัวของโลหะผสม Pb + 30wt%Sn ในภาวะสมดุล ประกอบด้วยโครงสร้างยูเทกติก (Eutectic microconstituent) ประมาณเท่าใด ,0.16,0.26,0.36,0.46,none,2,q151.png,none,none,none,none,none
152,ข้อมูลในข้อใดต่อไปนี้ที่ไม่สามารถหาได้จากแผนภาพเฟส (Phase diagram),ชนิดของเฟสในภาวะสมดุล,ส่วนผสมของเฟสในภาวะสมดุล,ปริมาณของเฟสในภาวะสมดุล,รูปร่างของเฟสในภาวะสมดุล,none,4,none,none,none,none,none,none
153,โครงสร้างที่ได้จากกระบวนการมาร์เทมเปอริ่ง (Martempering) คือโครงสร้างใด,เฟร์ไรต์ (Ferrite),เพอร์ไรต์ (Pearite),เบไนต์ (Bainite),มาร์เทนไซต์ (Martensite),none,4,none,none,none,none,none,none
154,ธาตุใดส่งเสริมให้เกิดแกรไฟต์ (Graphite) แทนที่จะเกิดคาร์ไบด์ (Carbide) ในเหล็กหล่อ,Cr,Mn,Mo,Si,none,4,none,none,none,none,none,none
155,วัตถุประสงค์หลักของการอบคืนไฟ (Tempering) คือข้อใด,เพิ่มความแข็งให้กับเพอร์ไลต์ (Pearlite),เพิ่มความแข็งให้กับมาร์เทนไซต์ (Martensite),เพิ่มความเหนียวให้กับเพอร์ไลต์ (Pearlite),เพิ่มความเหนียวให้กับมาร์เทนไซต์ (Martensite),none,4,none,none,none,none,none,none
156,การอบปรกติ (Normalizing) สำหรับเหล็กกล้า 0.2wt%C ควรอบที่อุณหภูมิใด (องศาเซลเซียส),700,800,950,1050,none,3,none,none,none,none,none,none
157,อุณหภูมิที่เหมาะสมในการบ่มเพื่อเพิ่มความแข็ง (Aging) สำหรับโลหะผสม Al + 4wt%Cu คือข้อใด (องศาเซลเซียส) ,200,400,500,600,none,1,q157.png,none,none,none,none,none
158,ในการหล่อโลหะผสม Cu + 10wt%Sn จะเกิดปฏิกิริยาเพริเทกติก (Peritectic) ได้หรือไม่ ,ไม่สามารถเกิดได้ เพราะส่วนผสมไม่ใช่ส่วนผสมเพริเทกติก,ไม่สามารถเกิดได้ เพราะปริมาณดีบุกน้อยเกินไป,สามารถเกิดได้ในกรณีที่การแข็งตัวเป็นไปอย่างไม่สมดุล,สามารถเกิดได้ในทุกกรณี ไม่ว่าการแข็งตัวจะเป็นแบบสมดุลหรือไม่ก็ตาม,none,3,q158.png,none,none,none,none,none
159,โครงสร้างงานหล่อของโลหะชนิดใดต่อไปนี้ที่จะไม่มีเดนไดรต์ (Dendrite) ปรากฏให้เห็นอย่างชัดเจน,ทองเหลือง,อะลูมิเนียมผสมซิลิคอน,เหล็กกล้าคาร์บอนต่ำ,เหล็กกล้าไร้สนิม,none,3,none,none,none,none,none,none
160,การเปลี่ยนเฟสจากออสเทไนต์ (Austenite) เป็นเบไนต์ (Bainite) ของเหล็กกล้าคาร์บอน 0.8wt%C ที่อุณหภูมิ 300 องศาเซลเซียส เกิดขึ้นได้ค่อนข้างช้า เพราะเหตุใด,แรงผลัก (Driving force) ต่ำ เนื่องจากอุณหภูมิต่ำเกินไป,อัตราการแพร่ซึม (Diffusion rate) ของคาร์บอนต่ำเกินไป,อัตราการแพร่ซึม (Diffusion rate) ของเหล็กต่ำเกินไป,เหล็กมีปริมาณคาร์บอนสูงเกินไป,none,2,q160.png,none,none,none,none,none
161,แท่งทองเหลืองทรงกระบอกขนาดเส้นผ่านศูนย์กลาง 10 มม. ยาว 150 มม. ได้รับความร้อนที่อุณหภูมิห้อง (25 องศาเซลเซียส) จนมีอุณหภูมิถึง 160 องศาเซลเซียส ทำให้เส้นผ่านศูนย์กลางของแท่งทองเหลืองมีขนาดเพิ่มขึ้นเท่าไร กำหนดให้ค่าสัมประสิทธิ์การขยายตัวทางความร้อนของทองเหลือง คือ 20.0 (องศาเซลเซียส x 10-6) และค่า Poisson’s Ratio = 0.34,0.0095 มม.,0.0270 มม.,0.0345 มม.,0.0375 มม.,none,2,none,none,none,none,none,none
162,วัสดุส่วนใหญ่ในกลุ่มใดที่เปราะ (Brittle) มากที่สุด,โลหะ,เซรามิก,พอลิเมอร์,วัสดุเชิงประกอบ,none,2,none,none,none,none,none,none
163,วัสดุส่วนใหญ่ในกลุ่มใดมีสภาพยืดหยุ่นได้ (Ductile) มากที่สุด,โลหะ,เซรามิก,พอลิเมอร์,วัสดุเชิงประกอบ,none,3,none,none,none,none,none,none
164,วัสดุส่วนใหญ่ในกลุ่มใดมีความแข็งตึง (Stiffness) มากที่สุด,โลหะ,เซรามิก,พอลิเมอร์,วัสดุเชิงประกอบ,none,2,none,none,none,none,none,none
165,การคืบ (Creep) หมายถึง การเสียรูปที่อุณหภูมิสูงในลักษณะใด,การเสียรูปถาวรของวัสดุ (Plastic deformation) เนื่องจากได้รับแรงดึงเกินจุดคราก (Yield point),การเสียรูปชั่วคราวของวัสดุ (Elastic deformation) เนื่องจากได้รับแรงดึงเกินจุดคราก (Yield point),การเสียรูปถาวรของวัสดุ (Plastic deformation) เนื่องจากได้รับแรงดึงต่ำกว่าจุดคราก (Yield point),การเสียรูปชั่วคราวของวัสดุ (Elastic deformation) เนื่องจากได้รับแรงดึงต่ำกว่าจุดคราก (Yield point),none,3,none,none,none,none,none,none
166,ความล้า (Fatigue) หมายถึงเหตุการณ์ใด,การยืดตัวอย่างช้าๆ ของวัสดุ,การแตกหักของวัสดุ เนื่องจากได้รับแรงดึง,การแตกหักของวัสดุ เนื่องจากได้รับแรงกด,การแตกหักของวัสดุ เนื่องจากได้รับแรงแบบซ้ำไปซ้ำมา,none,4,none,none,none,none,none,none
167,วัสดุในข้อใดต่อไปนี้มีความแข็ง (Hardness) มากที่สุด,เหล็กหล่อขาว,เหล็กกล้าเครื่องมือ,เพชรตามธรรมชาติ,แท่งนาโนเพชร,none,4,none,none,none,none,none,none
168,ภายใต้แรงดึงอย่างไรที่ทำให้เหล็กกล้าคาร์บอนต่ำเสียรูปอย่างไม่สม่ำเสมอ (Non-uniform deformation),ใช้แรงดึงน้อยกว่าความต้านแรงคราก (Yield strength),ใช้แรงดึงมากกว่าความต้านแรงคราก (Yield strength),ใช้แรงดึงน้อยกว่าความต้านแรงดึง (Tensile strength,ใช้แรงดึงมากกว่าความต้านแรงดึง (Tensile strength),none,4,none,none,none,none,none,none
169,สมบัติใดบ่งชี้ถึงพลังงานที่วัสดุดูดกลืนไว้ก่อนที่จะเสียรูปอย่างถาวร (Plastic deformation),มอดุลัสของสภาพยืดหยุ่น (Modulus of elasticity),มอดุลัสของความยืดหยุ่น (Modulus of resilience),ความแข็งแรง (Strength),อัตราส่วนของปัวซอง (Poisson’s ratio),none,2,none,none,none,none,none,none
170,สมบัติใดบ่งชี้ถึงพลังงานที่วัสดุดูดกลืนไว้ก่อนที่ชิ้นงานแตกหัก,มอดุลัสของสภาพยืดหยุ่น (Modulus of elasticity),ความแข็งแรง (Strength),ความเหนียว (Toughness),อัตราส่วนของปัวซอง (Poisson’s ratio),none,3,none,none,none,none,none,none
171,สมบัติใดบ่งชี้การเปลี่ยนแปลงขนาดของแท่งโลหะตามทิศทางการดึงเทียบกับขนาดเดิมในทิศทางนั้นต่อการเปลี่ยนแปลงขนาดของแท่งโลหะในทิศทางตั้งฉากกับทิศทางการดึงเทียบกับขนาดเดิมในทิศทางนั้น,มอดุลัสของสภาพยืดหยุ่น (Modulus of elasticity),มอดุลัสของความยืดหยุ่น (Modulus of resilience),ความเหนียว (Toughness),อัตราส่วนของปัวซอง (Poisson’s ratio),none,4,none,none,none,none,none,none
172,เซรามิกสามารถรับแรงชนิดใดได้ดีที่สุด,แรงดึง (Tension),แรงอัด (Compression),แรงบิด (Torsion),แรงกระแทก (Impact),none,2,none,none,none,none,none,none
173,ชิ้นงานในลักษณะใดที่เสียรูปด้วยการดึงได้ยากที่สุด,ชิ้นงานที่มีความแข็งแรงสูง (Strength),ชิ้นงานที่มีความแข็งตึงมาก (Stiffness),ชิ้นงานที่มีความเหนียวมาก (Toughness),ชิ้นงานที่มีสภาพดึงยืดได้มาก (Ductility),none,2,none,none,none,none,none,none
174,การทดสอบใดที่เหมาะสมสำหรับหาค่าความเหนียว (Toughness) ของวัสดุมากที่สุด,Impact test,Tension test,Creep test,Hardness test,none,1,none,none,none,none,none,none
175,เครื่องวัดความแข็งแบบบริเนลเหมาะสมสำหรับวัดความแข็งของวัสดุชนิดใดต่อไปนี้มากที่สุด,เหล็กหล่อเทา,ยางพารา,ไม้สัก,พลาสติก,none,1,none,none,none,none,none,none
176,แท่งโลหะผสมของอลูมิเนียมมีเส้นผ่านศูนย์กลาง 15 มิลลิเมตร นำไปทดสอบด้วยแรงดึง (Tension) 24.5 กิโลนิวตัน ถ้าเส้นผ่านศูนย์กลางของโลหะผสมนี้กลายเป็น 14.5 มิลลิเมตร จงหาค่าความเค้นทางวิศวกรรม (Engineering stress) ในหน่วย MPa,139,148,160,183,none,1,none,none,none,none,none,none
177,วัสดุในข้อใดต่อไปนี้มีความแข็งแรง (Strength) มากที่สุด,ท่อนาโนคาร์บอน,เหล็กหล่อเทา,ไททาเนียมผสมนิเกิล,เพชร,none,1,none,none,none,none,none,none
