97	ถ้าข้อมูลมีค่า 3.54 ถ้าเก็บค่าในตัวแปร int จะให้ค่าผลลัพธ์เป็นอย่างไร	3.54	3.5	3	0	none	3	none	none	none	none	none	none	1
98	ข้อใดต่อไปนี้ถูกต้อง	4 bits = 1 byte	8 bits = 1 byte	1000 bytes = 1 kilobyte (KB)	1000 KB = 1 megabyte (MB)	none	2	none	none	none	none	none	none	1
99	16.07 ควรกำหนดเป็นข้อมูลชนิดใด	อักขระ	ข้อความ	จำนวนเต็ม	จำนวนทศนิยม	none	4	none	none	none	none	none	none	1
100	ช้อมูลชนิดตัวอักษร 1 ตัว มีความกว้างกี่บิต	7 บิต	8 บิต	9 บิต	16 บิต	none	2	none	none	none	none	none	none	1
101	"ผลจากการทำงานของโปรแกรม ค่า x, y, z มีค่าเท่ากับเท่าไหร่"	x=9 y=1 z=2	x=9 y=1.5 z=1	x=8 y=1 z=2	x=8 y=1.5 z=1	none	2	q101.png	none	none	none	none	none	1
102	ถ้าเราต้องการเก็บค่าของเลขจำนวนเต็มบวกซึ่งมีค่าตั้งแต่ 1 ถึง 32767 เก็บไว้ที่ตัวแปร n เราควรกำหนดอย่างไร?	int n;	signed int n;	unsigned int n;	unsigned char n;	none	3	none	none	none	none	none	none	1
103	การประกาศตัวแปรต่อไปนี้ ข้อใดใช้เนื้อที่ในหน่วยความจำมากที่สุด?	char str[13] = “California”;	"char grade, school[ ] = “SUT KORAT”;"	"int x, y, z[5];"	"float average, gpa, mean;"	none	3	none	none	none	none	none	none	1
104	กำหนดให้ char ch = ’A’; ผลของการใช้คำสั่ง printf ในข้อใดกล่าวถูก? (รหัส ASCII ของ A = 65)	"printf(”%c %c”, ch, 65); ผลที่แสดงออกที่จอภาพคือ A 65"	"printf(”%d %c”, ch, 65); ผลที่แสดงออกที่จอภาพคือ A 65"	"printf(”%c %d”, 65, 65); ผลที่แสดงออกที่จอภาพคือ A A"	"printf(”%d %d”, 65, ch); ผลที่แสดงออกที่จอภาพคือ 65 65"	none	4	none	none	none	none	none	none	1
105	ในการประกาศตัวแปร char str[ ] = ”I love \”ABC\”.”;    str จะถูกกำหนดขนาดในหน่วยความจำเท่าไร?	12 bytes	13 bytes	14 bytes	15 bytes	none	3	none	none	none	none	none	none	1
106	ชื่อตัวแปรใดต่อไปนี้ไม่สามารถนำไปใช้ในการประกาศตัวแปรในภาษาโปรแกรมทั่ว ๆ ไปได้	report_99	food	general	7sumurai	none	4	none	none	none	none	none	none	1
107	ถ้าต้องการให้ตัวแปร x เก็บค่า -123456  จะต้องประกาศให้ตัวแปร x เป็นชนิดอะไร	unsigned long	int	unsigned int	long	none	4	none	none	none	none	none	none	1
108	ต้องประกาศตัวแปรเป็นชนิดอะไร   จึงจะเก็บค่า 12345 ได้อย่างประหยัดหน่วยความจำที่สุด	double	int	long	float	none	2	none	none	none	none	none	none	1
109	ข้อใดคือความหมายของตัวแปรท้องถิ่น (Local Variable) และตัวแปรภายนอก (Global Variable)	Local Variable คือตัวแปรที่กำหนดภายในฟังก์ชันหรือลูปของโปรแกรม Global Variable คือตัวแปรที่กำหนดภายนอกโปรแกรมหลัก	Local Variable คือตัวแปรที่มองเห็นเฉพาะในฟังก์ชันหรือในลูปโปรแกรม Global Variable คือตัวแปรที่สามารถมองเห็นได้ทุกแห่งในโปรแกรม	Local Variable คือตัวแปรที่เปลี่ยนแปลงค่าได้ Global Variable คือตัวแปรที่ไม่สามารถเปลี่ยนแปลงค่าได้	ถูกเฉพาะข้อ 1 และ 2	none	4	none	none	none	none	none	none	1
110	คอมพิวเตอร์จัดเก็บข้อมูลทุกชนิดในรูปแบบใด	เลขฐานสอง	เลขฐานสิบหก	เลขฐานสิบ	เลขฐานสิบแปด	none	1	none	none	none	none	none	none	1
111	เราควรระบุชนิดของตัวแปรให้สอดคล้องกับช่วงการเก็บข้อมูลที่เป็นไปได้ เหตุผลข้อใดสำคัญที่สุด	เพื่อความรวดเร็วในการคำนวณ	เพื่อให้สามารถเก็บข้อมูลทุกตัวได้ถูกต้อง	เพื่อรักษาความปลอดภัยของข้อมูล	เพื่อให้หน่วยประมวลผลทำงานง่ายขึ้น	none	2	none	none	none	none	none	none	1
112	ในการเก็บค่าเลขจำนวนเต็มด้วยวิธี Sign-Magnitude จะต้องใช้เนื้อที่กี่บิตในการเก็บค่า Magnitude ของเวิร์ดที่มี n บิต	n-1 บิต	n-2 บิต	n บิต	n+1 บิต	none	1	none	none	none	none	none	none	1
113	int ใช้ระบุถึงตัวแปรประเภทใด	ตัวอักขระ	ชุดข้อความ	ตัวเลขจำนวนเต็ม	เลขฐาน 16	none	3	none	none	none	none	none	none	1
114	float ใช้ระบุชนิดตัวแปรประเภทใด	เลขฐาน 16	ชุดข้อความ	ตัวเลขจำนวนเต็ม	ตัวเลขจำนวนจริง	none	4	none	none	none	none	none	none	1
115	จงแปลงเลข 4286 เป็นเลขฐานสอง	1.10E+12	1.10E+12	1.00E+12	1.00E+12	none	4	none	none	none	none	none	none	1
116	"ในการเขียนโปรแกรมภาษา C,C++ คำตอบข้อใดเป็นข้อมูลของเลขฐาน 16"	120X	0X14	13	31H	none	2	none	none	none	none	none	none	1
117	ข้อมูลในลักษณะใดที่ถูกต้องที่สุดต่อไปนี้เป็นข้อมูลที่เรียกว่า อะเรย์	เป็นข้อมูลเลขจำนวนจริง	เป็นข้อมูลเลขจำนวนเต็ม	เป็นข้อมูลชนิดข้อความ	เป็นข้อมูลชนิดเดียวกันหลายข้อมูลที่ใช้ชื่อตัวแปรตัวเดียวกัน	เป็นข้อมูลที่ไม่สามารถนำมาคำนวณได้	4	none	none	none	none	none	none	1
118	"การประกาศค่าตัวแปรในการเขียนโปรแกรมภาษา c,c++ ที่เก็บข้อมูลของเลขฐาน 8 และฐาน 16 จะประกาศเป็นตัวแปรชนิด"	float	double	int	long double	none	3	none	none	none	none	none	none	1
119	ตัวแปรชนิดใดที่ใช้พื้นที่หน่วยความจำน้อยที่สุด	char	int	float	double	none	1	none	none	none	none	none	none	1
120	ตัวแปรชนิดใดที่ใช้พื้นที่ในหน่วยความจำขนาด 4 bytes	char	ussigned char	int	 float	none	4	none	none	none	none	none	none	1
121	ข้อใดถือว่าถูกต้องในการตังชื่อตัวแปร	@@AA	#aa	!aa	aa_	none	4	none	none	none	none	none	none	1
122	ข้อใดเป็นคำตอบที่ถูกต้องสำหรับการกำหนดค่าตัวแปร	"char[2] name =""abcde"";"	"char{2} name = ""abcde"";"	"char[6] name =""abcde"";"	"char{6} name = ""abcde"";"	none	3	none	none	none	none	none	none	1
123	รหัสบังคับการพิมพ์ใดในโปรแกรมภาษา C ที่ใช้สำหรับการพิมพ์เลขจำนวนเต็มที่ไม่มีเครื่องหมาย	%c	%e	%f	%u	none	4	none	none	none	none	none	none	1
124	"คำสั่งในภาษา C,C++ ที่ใช้สำหรับบังคับการพิมพ์ให้ทำการเลื่อนแท็บในแนวตั้ง"	\n	\t	\v	\r	none	3	none	none	none	none	none	none	1
125	x เป็นข้อมูลชนิด Real  y เป็นข้อมูลชนิด Integer  คำสั่งข้อใดที่ไม่สามารถใช้งานได้ เนื่องจากเกิดข้อผิดพลาดในการ compile หรือ run โปรแกรม	x + y	x mod y	x * y	x / y	none	2	none	none	none	none	none	none	1
126	ตัวแปร X ในข้อใดสามารถกำหนดชนิดตัวแปรประเภท int	x = 3000000000	X = 35.01	x = 300 + 20*3	x = 3.1416 * 2	none	3	none	none	none	none	none	none	1
127	ตัวแปรชนิดใดเหมาะสมที่สุด สำหรับเก็บค่าเฉลี่ย	integer	character	string	float	none	4	none	none	none	none	none	none	1
128	ต้องการประกาศตัวแปรเพื่อเก็บข้อมูลชนิดตัวอักขระตัวเดียวควรประกาศตัวแปรเป็นชนิดข้อมูลใดต่อไปนี้	char	string	real	integer	none	1	none	none	none	none	none	none	1
129	d มีค่าเท่ากับข้อใดเมื่อ	a>b	a<>b	not c	ถูกทั้งคำตอบที่ 1 และ 2	none	3	q129.png	none	none	none	none	none	1
130	จาก program Q3 เป็นการแปลงอุณหภูมิ จาก ?C (ตั้งแต่ 0?C ถึง 100?C) เป็น ?F  เมื่อต้องการทำให้โปรแกรมนี้สมบูรณ์ บรรทัดที่ 6 ควรเติมอะไร	a: integer	a: real	var a: integer	var a:real	none	4	q130.png	none	none	none	none	none	1
131	"หากกำหนดตัวแปรดังนี้ x,y เป็นชนิดจำนวนเต็ม z เป็นชนิดจำนวนจริง c เป็นชนิดอักขระ ข้อใดเป็นนิพจน์(expression)ที่ไม่ถูกต้อง"	x+y/z	#NAME?	x*x*y	z+c	none	4	none	none	none	none	none	none	1
132	ถ้าท่านต้องเขียนโปรแกรมเพื่อหาผลคูณของเมตริกซ์ ตัวแปรที่ใช้เก็บข้อมูลเมตริกซ์ที่เหมาะสมมากที่สุดควรเป็นประเภทใด	จำนวนเต็ม	ประเภทโครงสร้าง(record หรือ structure)	อาเรย์ 2 มิติ	พอยน์เตอร์(pointer)	none	3	none	none	none	none	none	none	1
133	"หากกำหนดตัวแปรสามตัวดังนี้คือ char a,b,c; หาก b มีค่าเท่ากับ 100 และ c มีค่าเท่ากับ 100 แล้ว a=b*c; จะให้ผลอย่างไร"	a จะเก็บค่า 10000	a จะเก็บค่า -10000	a จะเก็บค่า 255 ซึ่งเป็นค่าที่สูงที่สุดเท่าที่ตัวแปรชนิด char เก็บค่าได้	เกิดความผิดพลาดในการจัดเก็บค่าลงใน a ซึ่งอาจส่งผลต่อการทำงานของโปรแกรมโดยรวมได้	none	4	none	none	none	none	none	none	1
134	ข้อมูลของน้ำหนักคนจัดเป็นข้อมูลประเภทใด	Real	Integer	Alphabet	Boolean	none	1	none	none	none	none	none	none	1
135	ข้อมูลประเภท Date ควรจัดอยู่ในข้อมูลประเภทใด	Real	Integer	Boolean	ไม่มีข้อถูก	none	2	none	none	none	none	none	none	1
136	ข้อใดคือฟังก์ชันที่รับข้อมูลที่ละตัวอักขระ	printf();	chart();	clrscr();	getchar();	none	4	none	none	none	none	none	none	1
137	ข้อใดคือรหัสควบคุมรูปแบบสำหรับการแสดงผลตัวเลขจำนวนเต็ม	%c	%f	%d	%s	none	3	none	none	none	none	none	none	1
138	ข้อมูลชนิดตัวเลข Float ตรงกับข้อใด	123	0x174	55.5555	-2345	none	3	none	none	none	none	none	none	1
139	ข้อใดต่อไปนี้คือคำสั่งรับข้อมูล	scanf()	printf()	getinfo()	putchar()	none	1	none	none	none	none	none	none	1
140	ข้อใดคือหลักการตั้งชื่อตัวแปรในโปรแกรมภาษาซี	ต้องขึ้นต้นด้วยตัวเลข	ภายในชื่อต้องใช้สัญลักษณ์ #	ความหมายของชื่อไม่ควรเกิน 64 ตัว	ภายในชื่อไม่มีเว้นวรรค	none	4	none	none	none	none	none	none	1
141	ข้อมูลที่มี 0x นำหน้า เป็นตัวเลขแบบใด	ข้อมูลชนิดเลขฐานแปด	ข้อมูลชนิดทศนิยม	ข้อมูลชนิดจำนวนเต็ม	ข้อมูลชนิดเลขฐานสิบหก	none	4	none	none	none	none	none	none	1
142	การตั้งชื่อในข้อใดถูกต้องในโปรแกรมภาษาซี	com-puter	8number	right#	class_room	none	4	none	none	none	none	none	none	1
143	การตั้งชื่อในข้อใดถูกต้องในโปรแกรมภาษาซี	007bond	james_bond	jason born	jamesbond%	none	2	none	none	none	none	none	none	1
144	ข้อใดต่อไปนี้คือคำสั่งแสดงผลทีละอักขระ	printf()	scanf()	getchar()	putchar()	none	4	none	none	none	none	none	none	1
145	ฟังก์ชันใดเป็นการแสดงผลออกทางหน้าจอ	printf()	scanf()	gets()	fopen()	none	1	none	none	none	none	none	none	1
146	ฟังก์ชันใดเป็นการรับข้อมูลเป็นข้อความ	printf()	fgetpos()	switch()	gets()	none	4	none	none	none	none	none	none	1
147	จงเขียนสมการทางคอมพิวตอร์จากสมการทางคณิตศาสตร์ที่กำหนดมาให้	y=a*b/c*d + b/ a+c + a*b*c /d ;	y=a*b/c*d + b/(a+c) + a*b*c /d ;	y=a*b/c/d + b/(a+c) + a*b*c /d ;	y=a*b/c/d + b/a+c + a*b*c /d ;	none	3	q147.png	none	none	none	none	none	1
148	กำหนดให้ตัวแปรทุกตัวเป็นชนิดจำนวนเต็ม ถ้า a = 100 ; b = 200 ; c = 50 ; d = 2 ; a/c/d*b + b /(a+c) + a/d*c*b/1000 ; มีค่าเท่าไร	701	700	501	702	none	1	none	none	none	none	none	none	1
149	"ให้ตัวแปรทุกตัวเป็นชนิดจำนวนเต็ม จงหาค่าของ x,a, และ b หลังจากส่วนของโปรแกรมข้างล่างนี้ทำงานเสร็จ"	"x=0, a = -2, b = 5"	"x = 4, a = 6, b = 2"	"x = 6, a =6, b = 2"	"x = 6, a = 5, b = 1"	none	3	q149.png	none	none	none	none	none	1
150	"ให้ a และ b เป็นตัวแปรจำนวนเต็ม ถ้า a = 5, b = 2 ผลลัพธ์ของ a / b มีค่าเท่าใด"	2	2.5	1	0.5	none	1	none	none	none	none	none	none	1
151	"ให้ a และ b เป็นตัวแปรจำนวนเต็ม และ % คือ modulus operator ถ้า a = 5, b = 2 ผลลัพธ์ของ a % b มีค่าเท่าใด"	2	2.5	1	0.5	none	3	none	none	none	none	none	none	1
152	ข้อใดให้ผลลัพธ์เท่ากับ (a+b/c-d)*e	((a+b)/c-d)*e	(a+b)/c-d*e	a+b/c*e-d*e	(a*e+b*e/c-d*e)	none	4	none	none	none	none	none	none	1
153	-(-15+(2*4-2))+((6+3)*5+7)/4 มีค่าเท่าใด	23	22	21	20	none	2	none	none	none	none	none	none	1
154	ข้อใดต่อไปนี้ผิด	(a AND b) เป็นจริง ก็ต่อเมื่อทั้ง a และ b มีค่าเป็นจริง	(NOT a) เป็นเท็จ ก็ต่อเมื่อ a มีค่าเป็นจริง	(a OR b) เป็นเท็จ ก็ต่อเมื่อทั้ง a และ b มีค่าเป็นเท็จ	NOT (a AND b) เป็นจริง ก็ต่อเมื่อ a หรือ b มีค่าเป็นเท็จ	none	4	none	none	none	none	none	none	1
155	"กำหนดให้ X=1, Y=10, Z=100 นิพจน์ใดต่อไปนี้ได้ค่าตรรกะเป็นจริง"	NOT (Z/Y == Y)	NOT(Y*X == Y)	Z <= (Y*Y –1)	X*Z => Z/X	none	4	none	none	none	none	none	none	1
156	"กำหนดให้ A=1, B=2, C=3, D=4 เงื่อนไขใดต่อไปนี้ ได้ค่าตรรกะเป็นเท็จ"	(A*B+C > C-B) && (A*D/B <= B)	(A+B*C < B-C) || ((C+D)*A == A+B*C)	(B/A <= D/C) || ((A+C) == (D*A)) && (C/B < A/D)	(A < B) && (C < D) && (A > B) || (D==2*B)	none	3	none	none	none	none	none	none	1
157	"ให้ตัวแปร wet, cold, และ windy เป็นตัวแปรที่เก็บค่าจริงเท็จได้  ถ้า wet=true , cold=false, windy=false (cold AND (NOT wet)) OR NOT(windy OR cold) มีค่าความจริงคืออะไร"	จริง	เท็จ	ไม่สามารถสรุปได้	ประโยคที่เขียนหาค่าทางตรรกะไม่ได้	none	1	none	none	none	none	none	none	1
158	ภาษาคอมพิวเตอร์ที่ใช้ในข้อนี้มีคุณสมบัติดังนี้ 1. % แทน modulus operator  2. & แทน bitwise AND operator 3. ค่าตรรกะจริง มีค่าเท่ากับ 1   4. ค่าตรรกะเท็จ มีค่าเท่ากับ 0   5. สามารถนำค่าตรรกะไปประมวลผลกับจำนวนได้    จากการคำนวณต่อไปนี้ ข้อใดคำนวณหาคำตอบได้ถูกต้อง	(3<2) + 5 มีค่าเท่ากับ 6	(8 % 3) - 1 มีค่าเท่ากับ 0	(3 = 3) + (6 <> 9) * 3 มีค่าเท่ากับ 6	(23 – 2) & 1 มีค่าเท่ากับ 1	none	4	none	none	none	none	none	none	1
159	ให้ y เป็นตัวแปรจำนวนเต็ม และ % คือ modulus operator  ข้อใดเป็นค่าของ y เมื่อ y = 1 – 5 / 3 + 9 % 4;	0	1	-1	2	none	2	none	none	none	none	none	none	1
160	หลังจากส่วนของโปรแกรมข้างล่างนี้ทำงานเสร็จ answer มีค่าเท่าใด (% คือ modulus operator)	-11.6	-12.5	-13.1	12	none	2	q160.png	none	none	none	none	none	1
161	": กำหนดให้ 1. fmod(x,y) คืนค่าเศษหลังจุดทศนิยมของผลหาร x/y  2. floor(x) คืนค่าจำนวนเต็มที่ได้จากการปัดเศษหลังจุดทศนิยมของค่าในตัวแปร x ทิ้งไป  หลังจากทำงานสองบรรทัดข้างล่างนี้แล้ว x มีค่าเป็นเท่าไร (ให้ x เป็นตัวแปรจำนวนจริง) "	1	19.75	0.75	1.75	none	3	q161.png	none	none	none	none	none	1
162	ให้ตัวแปรทุกตัวเป็นชนิดจำนวนเต็ม  หลังจากส่วนของโปรแกรมข้างล่างนี้ทำงานเสร็จ x1 และ x2 มีค่าเท่าใด?	"x1 = 5, x2 = 5"	"x1 = 3, x2 = 1"	"x1 = 1, x2 = 5"	"x1 = 3, x2 = 3"	none	4	q162.png	none	none	none	none	none	1
163	ให้ตัวแปรทุกตัวเป็นชนิดจำนวนเต็ม  หลังจากส่วนของโปรแกรมข้างล่างนี้ทำงานเสร็จ ตัวแปร ans มีค่าเท่าใด	18	17	16	15	none	4	q163.png	none	none	none	none	none	1
164	เมื่อส่วนของโปรแกรมนี้ทำงานแล้ว ค่าของ x คืออะไร?	0	1	2	3	none	4	q164.png	none	none	none	none	none	1
165	ส่วนของโปรแกรมใดต่อไปนี้มีความหมายเหมือนกับส่วนของโปรแกรมฝนภาพ	"if(raining && window_open) puts(""Close the window"");"	"if(raining || window_open) puts(""Close the window"");"	"if(not (raining && window_open)) puts(""Close the window);"	"if(not (not raining || window_open) puts(""Close the window);"	none	1	q165.png	none	none	none	none	none	1
166	กำหนดให้ sqrt(Y) คือฟังก์ชันหาค่ารากที่สองของ Y จงหาค่าของนิพจน์ต่อไปนี้ เมื่อให้ค่าตัวแปร M = -3 N = 5 X = -3.57 Y = 4.78  1. sqrt(Y) < N  2. (X > 0) OR (Y > 0)  3. (NOT((M > N) AND (X < Y))) OR ((M <= N) AND (X > X))	1. เท็จ 2. จริง 3. จริง	1. จริง 2. จริง 3. จริง	1. เท็จ 2. เท็จ 3. จริง	1. จริง 2. จริง 3. เท็จ	none	2	none	none	none	none	none	none	1
167	"กำหนดค่าของตัวแปรจำนวนเต็มต่อไปนี้  count = 16, num = 4;  และค่าของตัวแปรจำนวนจริงต่อไปนี้  value = 31.0, many = 2.0;  เมื่อกระทำตามคำสั่งต่อไปนี้  value = (value - count)*(count - num)/many + num/many;  ตัวแปร value มีค่าเท่าไร"	91	92	101	102	none	2	none	none	none	none	none	none	1
168	กำหนดตัวแปร Value = 50; เมื่อกระทำการ bit-wise XOR (exclusive or) ด้วยตัวแปร Value เอง จะมีผลอย่างไรกับค่าตัวแปร Value	ตัวแปร Value จะมีค่าเท่ากับ 0	ตัวแปร Value จะมีค่าเท่ากับ 1	ตัวแปร Value จะมีค่าเท่ากับ 50	ไม่มีข้อใดถูกต้อง	none	1	none	none	none	none	none	none	1
169	ข้อใดคือความแตกต่างระหว่าง Bitwise Operator และ Logical Operator	Bitwise Operator จะกระทำตรรกกับบิตข้อมูลของตัวแปร  แต่ Logical Opeator จะกระทำตรรกกับค่าข้อมูลของตัวแปร	Bitwise Operator จะกระทำตรรกกับตัวแปรชนิดจำนวนเต็ม แต่ Logical Operator จะกระทำตรรกกับตัวแปรชนิดใด ๆ ก็ได้	Bitwise Operator จะกระทำตรรกกับตัวแปรชนิดใด ๆ ก็ได้ แต่ Logical Operator จะกระทำตรรกกับตัวแปรชนิดจำนวนเต็ม 	Bitwise Operator และ Logical Operator เป็นเพียงชื่อเรียกของ Compiler แต่ละภาษาเท่านั้น	none	1	none	none	none	none	none	none	1
170	กำหนดให้ % แทน modulus operator  ถ้า 22 % x มีค่าเท่ากับ 4;  x มีค่าเท่าไร	2	4	6	8	none	3	none	none	none	none	none	none	1
171	ข้อใดมีค่าจริงเสมอ	P and P	P or P	not(P) and P	not(P) or P	none	4	none	none	none	none	none	none	1
172	"กำหนดให้ฟังก์ชัน f มีลักษณะดังนี้ เงื่อนไขที่ 1 f(n) = f(n-1)+f(n-2) เมื่อ n เป็นจำนวนเต็ม, n ? 2 เงื่อนไขที่ 2 f(1) = 1 และ f(0) = 1 จงหาว่า f(7) มีค่าเท่าไร"	0	11	21	31	นับไม่ถ้วน	3	none	none	none	none	none	none	1
173	กำหนดให้ฟังก์ชัน g มีคุณสมบัติดังนี้ g(0) = 1 g(n) = 2g(n-1) เมื่อ n > 0 จงหาค่า g(n)	g(n) = 2n	g(n) = n*n	g(n) = 2 ยกกำลัง n	g(n) = 2 ยกกำลัง (n+1)	none	3	none	none	none	none	none	none	1
174	โอเปอเรเตอร์ ++ หมายถึงการกระทำในลักษณะใด	เพิ่มค่าตัวแปรทีละหนึ่ง	การหารค่าตัวแปร	การยกกำลังของตัวแปร	การหารแบบปัดส่วน	การบวกแบบทวีคูณ	1	none	none	none	none	none	none	1
175	3+4*6/2+1 มีค่าเท่ากับ	9	11	14	16	none	4	none	none	none	none	none	none	1
176	"ข้อใดเป็นจริงเมื่อ q=10,r=5,s=10"	(s/r) <= q	(s*r) <=q	(q-r) == (s-q+r)	(q) < (r-s)	none	3	none	none	none	none	none	none	1
177	จงหานิพจน์ที่สมมูลกับ NOT( A OR B OR C)	NOT ( (NOT A) AND (NOT B) AND (NOT C) )	NOT ( A AND B AND C )	( NOT A ) AND (NOT B) AND (NOT C)	A AND B AND C	none	3	none	none	none	none	none	none	1
178	ฟุตบอลไทยจะชนะเมื่อมีเงื่อนใขต่อไปนื้ครบถ้วน 1. นักฟุตบอลสมบูรณ์  2. ฝนต้องไม่ตก  3. แข่งในเมึองไทย  3. แต่ถ้าศูนย์หน้าป่วยอาจแพ้ได้  ให้ A แทน นักฟุตบอลสมบูรณ์ B แทน ฝนไม่ตก C แทน แข่งในเมึองไทย D แทน ศูนย์หน้าป่วย จงเขียนประโยคข้างบนเป็นนิพจน์ บูลลีน	A AND B AND C AND D	A AND B OR C AND D	A AND B AND C OR D	A AND B AND C AND (NOT D)	none	4	none	none	none	none	none	none	1
179	(1 + 2 * 3 - 4) มีค่าเท่าใด	-3	1	3	5	none	3	none	none	none	none	none	none	1
180	ให้ a และ b เป็นตัวแปรจำนวนเต็ม และ % แทน modulus operator  อยากทราบว่า a และ b มีค่าเท่าใด ที่ทำให้a % b มีค่าเท่ากับ 1  b % a มีค่าเท่ากับ 2	a = 5 และ b = 4	a = 4 และ b = 5	a = 3 และ b = 2	a = 2 และ b = 3	none	3	none	none	none	none	none	none	1
181	3 + 5 * 5 -1 มีค่าเท่าใด	23	27	49	625	none	2	none	none	none	none	none	none	1
182	"ถ้าให้ตัวแปร wet, cold, windy มีค่าความจริงดังนี้ wet=true, cold=false, windy=false เครื่องหมาย && คือ and , เครื่องหมาย || คือ or, เครื่องหมาย ! คือ not จงหาค่าความจริงของ (cold && !wet) || !(windy || cold)"	จริง	เท็จ	นิพจน์ที่เขียนเป็นนิพจน์ทางตรรกศาสตร์ที่ผิด	ไม่สามารถหาได้	none	1	none	none	none	none	none	none	1
183	ข้อใดถูกต้อง	(x > 0) จะเป็นจริง เมื่อ x เป็น 0	(x >= 0) จะเป็นจริง เมื่อ x ไม่เท่ากับ 0	(x <= 0) จะเป็นเท็จ เมื่อ x เป็นจำนวนบวก	 (x < 0) จะเป็นเท็จ เมื่อ x เป็นจำนวนลบ	none	3	none	none	none	none	none	none	1
184	ให้ %แทน modulus operator และมีลำดับการทำงานจากซ้ายไปขวา (203 % 10 % 9 % 7 % 5) มีค่าเท่าใด	0	1	2	3	none	4	none	none	none	none	none	none	1
185	ให้ % แทน modulus operator  (201 % (11 % (8 % (7 % 4)))) มีค่าเท่าใด	0	1	2	3	none	1	none	none	none	none	none	none	1
186	"กำหนดให้ a,b,c เป็นตัวแปรชนิดจำนวนเต็ม ซึ่งมีค่าดังนี้  a=10,b=20,c=30  จงหาค่าของนิพจน์ a + b * c / a + 10"	70	80	100	120	none	2	none	none	none	none	none	none	1
187	"ให้ && แทน AND, || แทน OR  operator ใดทำงานก่อนเป็นอันดับแรก ในการหาค่าของนิพจน์ตรรกศาสตร์นี้  (x > y + 80) && (z > 100) || (x > 500)"	+ ใน (y + 80)	> ใน (x > y + 80)	&&	||	none	1	none	none	none	none	none	none	1
188	เมื่อส่วนของโปรแกรมข้างล่างนี้ทำงานเสร็จ x มีค่าเท่าใด	120	100	80	60	none	1	q188.png	none	none	none	none	none	1
189	กำหนดให้   1. ~ คือการกระทำ one-complement (หรือเรียกอีกอย่างว่า bit-wise not)  2. & คือการกระทำ bit-wise and  3. ! คือการกระทำ logical not  4. ผลของการกระทำ logical operation มีค่าได้เพียงสองค่าเท่านั้นคือ 1 (จริง) และ 0 (เท็จ)  กระบวนการ ~!(b & 1) จะได้ค่าใด หาก b เป็นตัวแปรจำนวนเต็มซึ่งมีค่าเท่ากับ 5	5	1	0	4	none	4	none	none	none	none	none	none	1
190	สมมติว่ามีการต่อเครื่องคอมพิวเตอร์เข้ากับระบบภายนอก ซึ่งเมื่อมีการอ่านข้อมูลเข้ามาทางพอร์ตขนาด 8 บิต แล้ว 4 บิตบน จะเป็น ค่าข้อมูลจากแหล่งที่หนึ่ง และ 4 บิตล่าง เป็นค่าข้อมูลจากแหล่งที่สอง หากเราต้องการตรวจสอบว่า ค่าข้อมูลจากแหล่งที่หนึ่ง เป็นค่าใดนั้น เราจะต้องใช้นิพจน์ใดเพื่อหาค่าดังกล่าว สมมติว่าข้อมูลได้ถูกนำมาพักไว้ในตัวแปร x ก่อนที่จะส่งเข้านิพจน์ เพื่อทำการหาคำตอบ	x>>4	x/16	x-64	x%64	ไม่สามารถหาได้ ต้องออกแบบให้มีการรับค่าแยกพอร์ตกันเท่านั้น	2	none	none	none	none	none	none	1
191	"ให้ตัวแปรทุกตัวเป็นตัวแปรจำนวนจริง  โดยที่ X1 = 1, X2 = 2, X3 = 3, X4 = 4  อยากทราบว่า X1 / X2 * X3 / X4 มีค่าเท่าใด"	0.417	0.375	0.667	0.867	none	2	none	none	none	none	none	none	1
192	กำหนดให้ / คือ operator หารแบบจำนวนเต็ม ซึ่งจะปัดเศษทิ้งเสมอ  นิพจน์ใดต่อไปนี้ที่ไม่ได้ค่าเป็น 23	3 + 4 * 5	200 / 5 / 2 + 10 / 3	1 + 77 / 7 * 2	23 / 3 * 3	none	4	none	none	none	none	none	none	1
193	none	r = -b - (b^2 - 4ac) ^ 0.5 / 2a	r = -b - (b^2 - 4*a*c) ^ 0.5 / 2.0 * a	r = -b - (b^2 - 4*a*c) ^ 0.5 / (2.0*a)	r = (-b - (b*b - 4*a*c) ^ 0.5 ) / a / 2.0	none	4	q193.png	none	none	none	none	none	1
194	กำหนดให้ m เป็นตัวแปรชนิดจำนวนเต็ม ข้อใดเป็นการตรวจสอบค่าของตัวแปร m ที่ต่างจากข้ออื่น	NOT((m < 1) AND (m > 12))	(m < 13) AND (m > 0)	NOT(NOT(1 <= m) OR NOT(m <= 12))	(1 <= m) AND (m => 12)	none	1	none	none	none	none	none	none	1
195	ให้ n เป็นตัวแปรแบบจำนวนเต็ม และ % แทน modulus operator จะทำอย่างไรจึงจะได้ตัวเลขสองตัว ณ ตำแหน่งหลักพันและหลักร้อยของจำนวนเต็มในตัวแปร n (เช่นถ้า n = 12345 สิ่งที่ต้องการคือ 23)	(n / 1000) % 100	(n % 1000) / 100	(n % 10000) / 100	(n % 10000) / 1000	none	3	none	none	none	none	none	none	1
