107,ข้อใดถูกต้อง,none,none,none,none,none,1,none,a107.png,b107.png,c107.png,d107.png,none
108,จากภาพสามมิติ และภาพด้านหน้าที่กำหนดให้ รูปใดคือภาพด้านบน,none,none,none,none,none,4,q108.png,a108.png,b108.png,c108.png,d108.png,none
109,จากภาพสามมิติที่กำหนดให้ รูปใดคือภาพด้านบน,none,none,none,none,none,3,q109.png,a109.png,b109.png,c109.png,d109.png,none
110,เส้นออบบริก (Oblique line) คือ,เป็นเส้นที่แสดงการตัดวัตถุเพื่อให้มองเห็น หรือแสดงส่วนที่มีลักษณะซับซ้อนของวัตถุ ซึ่งไม่สามารถแสดงด้วยภาพฉาย Orthographics ได้,เป็นเส้นที่แสดงให้เห็นว่ามีเนื้อวัตถุบังเส้นอยู่,เป็นเส้นที่วางตัวขนานกับระนาบอ้างอิง 1 ระนาบ,เป็นเส้นที่ไม่วางตัวขนานกับระนาบอ้างอิงใดเลย,none,4,none,none,none,none,none,none
111,เส้น miter line ต้องมีมุมเท่าใด,15,30,45,60,none,3,none,none,none,none,none,none
112,จากภาพที่กำหนดให้ เป็นภาพฉายของวัตถุเสมือนจริงแบบ Isometric อยากทราบวัตถุนี้จะมีจำนวนของพื้นผิวเท่าใด,10,11,12,13,none,4,q112.png,none,none,none,none,none
113,จากรูปที่กำหนดให้ พื้นผิวใดอยู่ด้านบนที่สุด,H,D,A,E,none,3,q113.png,none,none,none,none,none
114,จากรูปที่กำหนดให้ พื้นผิวใดอยู่ด้านหน้าที่สุด,J,B,C,K,none,4,q114.png,none,none,none,none,none
115,จงเลือกภาพฉายด้านบนให้ตรงกับภาพฉายด้านหน้า และภาพฉายด้านข้างที่กำหนดให้ ,none,none,none,none,none,2,q115.png,a115.png,b115.png,c115.png,d115.png,none
116,จงเลือกภาพฉายด้านบนให้ตรงกับภาพฉายด้านหน้า และภาพฉายด้านข้างที่กำหนดให้ ,none,none,none,none,none,1,q116.png,a116.png,b116.png,c116.png,d116.png,none
117,จงเลือกภาพฉายด้านบนให้ตรงกับภาพฉายด้านหน้า และภาพฉายด้านข้างที่กำหนดให้ ,none,none,none,none,none,4,q117.png,a117.png,b117.png,c117.png,d117.png,none
118,จากรูปที่กำหนดให้ พื้นผิวใดอยู่ระดับเดียวกันกับพื้นผิว G,K,H,J,H และ K,none,3,q118.png,none,none,none,none,none
119,จากรูปที่กำหนดให้ พื้นผิวใดอยู่สูงที่สุด,F,B,A,A และ B,none,4,q119.png,none,none,none,none,none
120,จากรูปที่กำหนดให้ พื้นผิวใดอยู่ระดับเดียวกันกับพื้นผิว D,C,B,E,F,none,1,q120.png,none,none,none,none,none
121,จากภาพฉายในระบบมุมที่ 3 ที่กำหนดให้ พื้นผิวใดอยู่สูงที่สุด,ผิวที่ 1,ผิวที่ 2,ผิวที่ 3,ผิวที่ 5,none,1,q121.png,none,none,none,none,none
122,จากภาพฉายในระบบมุมที่ 3 ที่กำหนดให้ พื้นผิวใดเป็นพื้นผิวเอียง,พื้นผิวที่ 25,พื้นผิวที่ 23,พื้นผิวที่ 12,พื้นผิวที่ 13,none,3,q122.png,none,none,none,none,none
123,จากภาพฉายในระบบมุมที่ 3 ที่กำหนดให้ พื้นผิวใดอยู่สูงที่สุด,ผิวที่ 6,ผิวที่ 14,ผิวที่ 12,ผิวที่ 5,none,2,q123.png,none,none,none,none,none
124,จากภาพฉายในระบบมุมที่ 3 ที่กำหนดให้ พื้นผิวใดเป็นพื้นผิวเอียง,ผิวที่ 1,ผิวที่ 3,ผิวที่ 29,ผิวที่ 13,none,2,q124.png,none,none,none,none,none
125,ภาพใดเป็นภาพจากด้านที่ลูกศรชี้,none,none,none,none,none,2,q125.png,a125.png,b125.png,c125.png,d125.png,none
126,แบบงานสวมต่อกันต่อไปนี้เป็นงานสวมต่ออะไร,แท่งสี่เหลี่ยม 2 อันมีขนาดเท่ากัน,แท่งสามเหลี่ยม 2 อัน,แท่งทรงกระบอกตัน 2 อัน,ทรงกระบอก 2 อันมีขนาดเท่ากัน,none,4,q126.png,none,none,none,none,none
127,ภาพด้านข้างภาพในแสดงตามแบบมาตรฐาน,none,none,none,none,none,2,q127.png,a127.png,b127.png,c127.png,d127.png,none
128,ภาพใดแสดงเกลียวในตามแบบมาตรฐาน,none,none,none,none,none,3,none,a128.png,b128.png,c128.png,d128.png,none
129,ภาพด้านบนที่ถูกต้องคือภาพใด,none,none,none,none,none,3,q129.png,a129.png,b129.png,c129.png,d129.png,none
130,ภาพฉายขวามือแสดงชิ้นงานด้านใด,ภาพด้านหน้า,ภาพด้านบน,ภาพด้านล่าง,ภาพด้านข้างขวา,none,4,q130.png,none,none,none,none,none
131,ภาพด้านหน้าและด้านบนเหมือนกัน ภาพใดเป็นภาพด้านข้างที่ถูกมาตรฐาน,none,none,none,none,none,2,q131.png,a131.png,b131.png,c131.png,d131.png,none
132,ภาพด้านหน้าและภาพด้านบนเหมือนกัน ชิ้นงานไม่ใช่ทรงกลม ภาพด้านข้างที่ถูกต้องคือภาพใด,none,none,none,none,none,3,q132.png,a132.png,b132.png,c132.png,d132.png,none
133,ภาพด้านหน้าและภาพด้านบนเหมือนกัน ชิ้นงานไม่ใช่ทรงกลม ภาพด้านข้างที่ถูกต้องคือภาพใด,none,none,none,none,none,3,q133.png,a133.png,b133.png,c133.png,d133.png,none
134,ภาพฉาย 3 ด้านชุดใด ที่แสดงลักษณะภาพ 3 มิติ ได้ถูกต้อง,none,none,none,none,none,2,q134.png,a134.png,b134.png,c134.png,d134.png,none
135,ภาพใด เป็นภาพด้านหน้าของภาพ 3 มิติตามทิศทางลูกศร,none,none,none,none,none,1,q135.png,a135.png,b135.png,c135.png,d135.png,none
136,จาพภาพฉายด้านข้างของทรงกรวย เมื่อมองตามมุมมองด้านบน พื้นที่ภาคตัดเอียงผ่านปลายทรงกรวยเป็นลักษณะใด,วงกลม,วงรี,สามเหลี่ยม,พาราโบลา,none,4,q136.png,none,none,none,none,none
137,จากภาพฉายด้านข้างของทรงกรวย เมื่อมองตามมุมมองด้านบน พื้นที่ภาคตัดเอียงกับแกนทรงกรวยเป็นลักษณะใด,สามเหลี่ยม,พาราโบลา,วงรี,วงกลม,none,4,q137.png,none,none,none,none,none
138,ภาพด้านบนพื้นที่ภาคตัดทรงกระบอก เป็นลักษณะใด,วงรี,วงกลม,ครึ่งวงกลม,พาราโบลา,none,1,q138.png,none,none,none,none,none
139,ภาพด้านบนพื้นที่ภาคตัดทรงกระบอกเป็นลักษณะใด,วงรี,พาราโบลา,ครึ่งวงกลม,วงกลม,none,4,q139.png,none,none,none,none,none
140,ทรงกระบอกที่มีขนาดเท่ากันสวมต่อกันตามแนวเส้นศูนย์กลางโดยตรง แบบที่ถูกต้องคือแบบใด,none,none,none,none,none,2,none,a140.png,b140.png,c140.png,d140.png,none
141,จากภาพด้านข้างทรงกระบอกตัด จงหาภาพด้านหน้าที่ถูกต้อง,none,none,none,none,none,2,q141.png,a141.png,b141.png,c141.png,d141.png,none
142,ภาพใดคือภาพด้านหน้าของภาพ 3 มิติที่กำหนดให้,none,none,none,none,none,1,q142.png,a142.png,b142.png,c142.png,d142.png,none
143,ภาพใดคือภาพด้านหน้าของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,1,q143.png,a143.png,b143.png,c143.png,d143.png,none
144,ภาพใดคือภาพด้านหน้าของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,1,q144.png,a144.png,b144.png,c144.png,d144.png,none
145,ภาพใดคือภาพด้านหน้าของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,1,q145.png,a145.png,b145.png,c145.png,d145.png,none
146,ภาพใดคือภาพด้านหน้าของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,1,q146.png,a146.png,b146.png,c146.png,d146.png,none
147,ภาพใดคือภาพด้านข้างของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,2,q147.png,a147.png,b147.png,c147.png,d147.png,none
148,ภาพใดคือภาพด้านข้างของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,2,q148.png,a148.png,b148.png,c148.png,d148.png,none
149,ภาพใดคือภาพด้านข้างของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,2,q149.png,a149.png,b149.png,c149.png,d149.png,none
150,ภาพใดคือภาพด้านข้างของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,2,q150.png,a150.png,b150.png,c150.png,d150.png,none
151,ภาพใดคือภาพด้านข้างของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,2,q151.png,a151.png,b151.png,c151.png,d151.png,none
152,ภาพใดคือภาพด้านบนของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,3,q152.png,a152.png,b152.png,c152.png,d152.png,none
153,ภาพใดคือภาพด้านบนของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,3,q153.png,a153.png,b153.png,c153.png,d153.png,none
154,ภาพใดคือภาพด้านบนของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,3,q154.png,a154.png,b154.png,c154.png,d154.png,none
155,ภาพใดคือภาพด้านบนของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,3,q155.png,a155.png,b155.png,c155.png,d155.png,none
156,จากภาพด้านหน้าที่กำหนด จงเลือกภาพด้านข้าง,none,none,none,none,none,1,q156.png,a156.png,b156.png,c156.png,d156.png,none
157,จากภาพด้านหน้าที่กำหนด จงเลือกภาพด้านข้าง,none,none,none,none,none,1,q157.png,a157.png,b157.png,c157.png,d157.png,none
158,จากภาพด้านหน้าที่กำหนด จงเลือกภาพด้านข้าง,none,none,none,none,none,1,q158.png,a158.png,b158.png,c158.png,d158.png,none
159,จากภาพด้านหน้าที่กำหนด จงเลือกภาพด้านข้าง,none,none,none,none,none,1,q159.png,a159.png,b159.png,c159.png,d159.png,none
160,จากภาพด้านหน้าที่กำหนด จงเลือกภาพด้านข้าง,none,none,none,none,none,1,q160.png,a160.png,b160.png,c160.png,d160.png,none
161,จากภาพด้านหน้าที่กำหนด จงเลือกภาพด้านข้าง,none,none,none,none,none,1,q161.png,a161.png,b161.png,c161.png,d161.png,none
162,จากภาพด้านหน้าที่กำหนด จงเลือกภาพด้านบน,none,none,none,none,none,1,q162.png,a162.png,b162.png,c162.png,d162.png,none
163,จากภาพด้านหน้าที่กำหนด จงเลือกภาพด้านบน,none,none,none,none,none,1,q163.png,a163.png,b163.png,c163.png,d163.png,none
164,จากภาพด้านหน้าที่กำหนด จงเลือกภาพด้านบน,none,none,none,none,none,1,q164.png,a164.png,b164.png,c164.png,d164.png,none
165,จากภาพด้านหน้าที่กำหนด จงเลือกภาพด้านบน,none,none,none,none,none,1,q165.png,a165.png,b165.png,c165.png,d165.png,none
166,จากภาพด้านหน้าที่กำหนด จงเลือกภาพด้านบน,none,none,none,none,none,1,q166.png,a166.png,b166.png,c166.png,d166.png,none
167,จากภาพด้านหน้าที่กำหนด จงเลือกภาพด้านบน,none,none,none,none,none,1,q167.png,a167.png,b167.png,c167.png,d167.png,none
168,ภาพใดคือภาพด้านหน้าของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,1,q168.png,a168.png,b168.png,c168.png,d168.png,none
169,ภาพใดคือภาพด้านหน้าของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,1,q169.png,a169.png,b169.png,c169.png,d169.png,none
170,ภาพใดคือภาพด้านหน้าของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,1,q170.png,a170.png,b170.png,c170.png,d170.png,none
171,ภาพใดคือภาพด้านหน้าของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,1,q171.png,a171.png,b171.png,c171.png,d171.png,none
172,ภาพใดคือภาพด้านหน้าของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,1,q172.png,a172.png,b172.png,c172.png,d172.png,none
173,ภาพใดคือภาพด้านข้างของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,2,q173.png,a173.png,b173.png,c173.png,d173.png,none
174,ภาพใดคือภาพด้านข้างของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,2,q174.png,a174.png,b174.png,c174.png,d174.png,none
175,ภาพใดคือภาพด้านข้างของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,2,q175.png,a175.png,b175.png,c175.png,d175.png,none
176,ภาพใดคือภาพด้านข้างของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,2,q176.png,a176.png,b176.png,c176.png,d176.png,none
177,ภาพใดคือภาพด้านข้างของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,2,q177.png,a177.png,b177.png,c177.png,d177.png,none
178,ภาพใดคือภาพด้านบนของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,3,q178.png,a178.png,b178.png,c178.png,d178.png,none
179,ภาพใดคือภาพด้านบนของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,3,q179.png,a179.png,b179.png,c179.png,d179.png,none
180,ภาพใดคือภาพด้านบนของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,3,q180.png,a180.png,b180.png,c180.png,d180.png,none
181,ภาพใดคือภาพด้านบนของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,3,q181.png,a181.png,b181.png,c181.png,d181.png,none
182,ภาพใดคือภาพด้านบนของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,3,q182.png,a182.png,b182.png,c182.png,d182.png,none
183,ภาพใดคือภาพด้านหน้าของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,1,q183.png,a183.png,b183.png,c183.png,d183.png,none
184,ภาพใดคือภาพด้านหน้าของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,1,q184.png,a184.png,b184.png,c184.png,d184.png,none
185,ภาพใดคือภาพด้านหน้าของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,1,q185.png,a185.png,b185.png,c185.png,d185.png,none
186,ภาพใดคือภาพด้านหน้าของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,1,q186.png,a186.png,b186.png,c186.png,d186.png,none
187,ภาพใดคือภาพด้านหน้าของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,1,q187.png,a187.png,b187.png,c187.png,d187.png,none
188,ภาพใดคือภาพด้านข้างของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,2,q188.png,a188.png,b188.png,c188.png,d188.png,none
189,ภาพใดคือภาพด้านข้างของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,2,q189.png,a189.png,b189.png,c189.png,d189.png,none
190,ภาพใดคือภาพด้านข้างของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,2,q190.png,a190.png,b190.png,c190.png,d190.png,none
191,ภาพใดคือภาพด้านข้างของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,2,q191.png,a191.png,b191.png,c191.png,d191.png,none
192,ภาพใดคือภาพด้านข้างของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,2,q192.png,a192.png,b192.png,c192.png,d192.png,none
193,ภาพใดคือภาพด้านบนของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,3,q193.png,a193.png,b193.png,c193.png,d193.png,none
194,ภาพใดคือภาพด้านบนของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,3,q194.png,a194.png,b194.png,c194.png,d194.png,none
195,ภาพใดคือภาพด้านบนของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,3,q195.png,a195.png,b195.png,c195.png,d195.png,none
196,ภาพใดคือภาพด้านบนของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,3,q196.png,a196.png,b196.png,c196.png,d196.png,none
197,ภาพใดคือภาพด้านบนของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,3,q197.png,a197.png,b197.png,c197.png,d197.png,none
198,จงหาภาพด้านหน้าที่ถูกต้องของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,1,q198.png,a198.png,b198.png,c198.png,d198.png,none
199,จงหาภาพด้านหน้าที่ถูกต้องของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,1,q199.png,a199.png,b199.png,c199.png,d199.png,none
200,จงหาภาพด้านหน้าที่ถูกต้องของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,1,q200.png,a200.png,b200.png,c200.png,d200.png,none
201,จงหาภาพด้านหน้าที่ถูกต้องของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,1,q201.png,a201.png,b201.png,c201.png,d201.png,none
202,จงหาภาพด้านหน้าที่ถูกต้องของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,1,q202.png,a202.png,b202.png,c202.png,d202.png,none
203,จงหาภาพด้านบนที่ถูกต้องของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,1,q203.png,a203.png,b203.png,c203.png,d203.png,none
204,จงหาภาพด้านบนที่ถูกต้องของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,1,q204.png,a204.png,b204.png,c204.png,d204.png,none
205,จงหาภาพด้านบนที่ถูกต้องของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,1,q205.png,a205.png,b205.png,c205.png,d205.png,none
206,จงหาภาพด้านบนที่ถูกต้องของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,1,q206.png,a206.png,b206.png,c206.png,d206.png,none
207,จงหาภาพด้านบนที่ถูกต้องของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,1,q207.png,a207.png,b207.png,c207.png,d207.png,none
208,จงหาภาพด้านข้างที่ถูกต้องของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,1,q208.png,a208.png,b208.png,c208.png,d208.png,none
209,จงหาภาพด้านข้างที่ถูกต้องของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,1,q209.png,a209.png,b209.png,c209.png,d209.png,none
210, จงหาภาพด้านข้างที่ถูกต้องของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,1,q210.png,a210.png,b210.png,c210.png,d210.png,none
211,จงหาภาพด้านข้างที่ถูกต้องของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,1,q211.png,a211.png,b211.png,c211.png,d211.png,none
212,จงหาภาพด้านข้างที่ถูกต้องของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,1,q212.png,a212.png,b212.png,c212.png,d212.png,none
213,ภาพใดคือภาพด้านหน้าของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,1,q213.png,a213.png,b213.png,c213.png,d213.png,none
214,ภาพใดคือภาพด้านหน้าของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,1,q214.png,a214.png,b214.png,c214.png,d214.png,none
215,ภาพใดคือภาพด้านหน้าของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,1,q215.png,a215.png,b215.png,c215.png,d215.png,none
216,ภาพใดคือภาพด้านหน้าของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,1,q216.png,a216.png,b216.png,c216.png,d216.png,none
217,ภาพใดคือภาพด้านหน้าของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,1,q217.png,a217.png,b217.png,c217.png,d217.png,none
218,ภาพใดคือภาพด้านบนของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,1,q218.png,a218.png,b218.png,c218.png,d218.png,none
219,ภาพใดคือภาพด้านบนของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,1,q219.png,a219.png,b219.png,c219.png,d219.png,none
220,ภาพใดคือภาพด้านบนของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,1,q220.png,a220.png,b220.png,c220.png,d220.png,none
221,ภาพใดคือภาพด้านบนของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,1,q221.png,a221.png,b221.png,c221.png,d221.png,none
222,ภาพใดคือภาพด้านบนของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,1,q222.png,a222.png,b222.png,c222.png,d222.png,none
223,ภาพใดคือภาพด้านข้างของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,1,q223.png,a223.png,b223.png,c223.png,d223.png,none
224,ภาพใดคือภาพด้านข้างของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,1,q224.png,a224.png,b224.png,c224.png,d224.png,none
225,ภาพใดคือภาพด้านข้างของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,1,q225.png,a225.png,b225.png,c225.png,d225.png,none
226,ภาพใดคือภาพด้านข้างของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,1,q226.png,a226.png,b226.png,c226.png,d226.png,none
227,ภาพใดคือภาพด้านข้างของภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,1,q227.png,a227.png,b227.png,c227.png,d227.png,none
228,จงเลือกภาพที่ตรงกับภาพ 3 มิติที่กำหนดให้,none,none,none,none,none,2,q228.png,a228.png,b228.png,c228.png,d228.png,none
229,จงเลือกภาพที่ตรงกับภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,2,q229.png,a229.png,b229.png,c229.png,d229.png,none
230,จงเลือกภาพที่ตรงกับภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,2,q230.png,a230.png,b230.png,c230.png,d230.png,none
231,จงเลือกภาพที่ตรงกับภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,2,q231.png,a231.png,b231.png,c231.png,d231.png,none
232,จงเลือกภาพที่ตรงกับภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,2,q232.png,a232.png,b232.png,c232.png,d232.png,none
233,จงเลือกภาพที่ตรงกับภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,2,q233.png,a233.png,b233.png,c233.png,d233.png,none
234,จงเลือกภาพที่ตรงกับภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,2,q234.png,a234.png,b234.png,c234.png,d234.png,none
235,จงเลือกภาพที่ตรงกับภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,2,q235.png,a235.png,b235.png,c235.png,d235.png,none
236,จงเลือกภาพที่ตรงกับภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,2,q236.png,a236.png,b236.png,c236.png,d236.png,none
237,จงเลือกภาพที่ตรงกับภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,2,q237.png,a237.png,b237.png,c237.png,d237.png,none
238,จงเลือกภาพที่ตรงกับภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,2,q238.png,a238.png,b238.png,c238.png,d238.png,none
239,จงเลือกภาพที่ตรงกับภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,2,q239.png,a239.png,b239.png,c239.png,d239.png,none
240,จงเลือกภาพที่ตรงกับภาพ 3 มิติ ที่กำหนดให้,none,none,none,none,none,2,q240.png,a240.png,b240.png,c240.png,d240.png,none
241,ข้อใดเป็นภาพแสดงมุมมองที่ถูกต้อง ตามทิศทางลูกศรชี้ของภาพสามมิติที่กำหนดให้ ,none,none,none,none,none,1,q241.png,a241.png,b241.png,c241.png,d241.png,none
242,ข้อใดเป็นภาพแสดงมุมมองที่ถูกต้อง ตามทิศทางลูกศรชี้ของภาพสามมิติที่กำหนดให้ ,none,none,none,none,none,4,q242.png,a242.png,b242.png,c242.png,d242.png,none
243,ข้อใดเป็นภาพแสดงมุมมองที่ถูกต้อง ตามทิศทางลูกศรชี้ของภาพสามมิติที่กำหนดให้ ,none,none,none,ไม่มีข้อใดถูก,none,4,q243.png,a243.png,b243.png,c243.png,none,none
244,ภาพแสดงมุมมองที่หายไปของภาพฉายต่อไปนี้คือข้อใด,none,none,none,none,none,3,q244.png,a244.png,b244.png,c244.png,d244.png,none
245,ภาพแสดงมุมมองที่หายไปของภาพฉายต่อไปนี้คือข้อใด,none,none,none,none,none,4,q245.png,a245.png,b245.png,c245.png,d245.png,none
246,ภาพแสดงมุมมองที่หายไปของภาพฉายต่อไปนี้คือข้อใด,none,none,none,none,none,1,q246.png,a246.png,b246.png,c246.png,d246.png,none
247,มุมมองภาพช่วยที่แสดงรูปร่างที่แท้จริงของพื้นผิว จะต้องฉายไปจาก.................เสมอ,ระนาบอ้างอิง (Reference plane),มุมมองด้านหน้า (Front view),มุมมองภาพช่วยที่หนึ่ง (Primary auxiliary view),มุมมองที่ขอบ (Edge view) ของรูปร่างที่แท้จริงของพื้นผิว,none,4,none,none,none,none,none,none
248,การฉายภาพแบบใด ที่มีการฉายจุดไปยังจุดยึดเพียงจุดเดียว,การฉายภาพระบบมุมมองที่หนึ่ง (First angles projection),การฉายภาพระบบมุมมองที่สาม (Third angles projection),การฉายภาพแบบแอคโซโนเมตริก (Axonometric projection),การฉายภาพแบบเพอสเปคทีฟ (Perspective projection),none,4,none,none,none,none,none,none
249,ภาพแสดงมุมมองที่หายไปของภาพฉายต่อไปนี้ คือข้อใด ,none,none,none,none,none,1,q249.png,a249.png,b249.png,c249.png,d249.png,none
250,ข้อใดเป็นภาพแสดงมุมมองที่ถูกต้อง ตามทิศทางลูกศรชี้ของภาพสามมิติที่กำหนดให้,none,none,none,none,none,4,q250.png,a250.png,b250.png,c250.png,d250.png,none
251,ภาพแสดงมุมมองที่หายไปของภาพฉายต่อไปนี้คือข้อใด,none,none,none,none,none,1,q251.png,a251.png,b251.png,c251.png,d251.png,none
252,ภาพแสดงมุมมองที่หายไปของภาพฉายต่อไปนี้คือข้อใด ,none,none,none,none,none,3,q252.png,a252.png,b252.png,c252.png,d252.png,none
253,การวางตำแหน่งรูปภาพฉายออร์โธกราฟฟิคแบบมุมที่ 1 รูปใดถูกต้องเมื่อกำหนดการมองดังรูป,none,none,none,none,none,1,q253.png,a253.png,b253.png,c253.png,d253.png,none
254,การวางตำแหน่งรูปภาพฉายออร์โธกราฟฟิคแบบมุมที่ 3 รูปใดถูกต้องเมื่อกำหนดการมองดังรูป,none,none,none,none,none,4,q254.png,a254.png,b254.png,c254.png,d254.png,none
255,การวางตำแหน่งรูปภาพฉายออร์โธกราฟฟิคแบบมุมที่ 3 รูปใดถูกต้องเมื่อกำหนดการมองดังรูป,none,none,none,none,none,4,q255.png,a255.png,b255.png,c255.png,d255.png,none
256,รูปที่กำหนดให้ต่อไปนี้ค่าที่หายไปคือค่าอะไร,none,none,none,none,none,1,q256.png,a256.png,b256.png,c256.png,d256.png,none
257,รูปที่กำหนดให้ต่อไปนี้ค่าที่หายไปคือค่าอะไร,none,none,none,ไม่มีคำตอบที่ถูกต้อง,none,3,q257.png,a257.png,b257.png,c257.png,none,none
258,รูปที่กำหนดให้ต่อไปนี้ค่าที่หายไปคือค่าอะไร,none,none,none,ไม่มีคำตอบที่ถูกต้อง,none,1,q258.png,a258.png,b258.png,c258.png,none,none
259,รูปที่กำหนดให้ต่อไปนี้ค่าที่หายไปคือค่าอะไร,none,none,none,ไม่มีคำตอบที่ถูกต้อง,none,2,q259.png,a259.png,b259.png,c259.png,none,none
260,จงเรียงลำดับลักษณะของชิ้นงานจากรูปที่กำหนดให้ดังต่อไปนี้,รันเอาท์ ฟิลเล็ต ขอบมน,ขอบมน ฟิลเล็ต ดายเอาท์,ฟิลเล็ต ขอบมน ดายเอาท์,รันเอาท์ ฟิลเล็ต ดายเอาท์,none,2,q260.png,none,none,none,none,none
261,รูปด้านบนรูปใดให้ความหมายที่ถูกต้องกับรูปด้านหน้าที่กำหนดให้ต่อไปนี้,none,none,none,ไม่มีคำตอบที่ถูกต้อง,none,1,q261.png,a261.png,b261.png,c261.png,none,none
262,ลักษณะของเส้นประที่พบกันในรูปใดไม่ถูกต้อง,none,none,none,none,none,4,none,a262.png,b262.png,c262.png,d262.png,none
